address,business_name,category,n_reviews,price_category,rating,searched_zip
"851 Avenue Of The AmericasNew York, NY 10001","Eventi Hotel, a Kimpton Hotel",",Hotels,Venues & Event Spaces,Wedding Planning",251,3,4,10001
"35 W 20th StNew York, NY 10011",Periyali,",Greek",171,3,4,10001
"310 5th AveNew York, NY 10001",JJ Hat Center,",Hats",74,3,4.5,10001
"414 W 42nd StNew York, NY 10036",Chez Josephine,",French",252,3,3.5,10001
"182 9th AveNew York, NY 10011",Chris Chase,",Hair Salons",122,3,5,10001
"1407 BroadwayNew York, NY 10018",Abigael’s Restaurant & Catering,",American (New),Kosher",83,3,3.5,10001
"1170 Broadway & 28th StNew York, NY 10001",The NoMad Hotel,",Hotels",84,3,4.5,10001
"149 Madison AvenueNew York, NY 10016",Pulse Laser & Skincare Center,",Laser Hair Removal,Skin Care",251,3,5,10001
"10 W 37th StManhattan, NY 10018",A K A Cedric,",Hair Salons",35,3,5,10001
"25 W 26th StNew York, NY 10001",My Cooking Party,",Do-It-Yourself Food,Party & Event Planning,Cooking Schools",32,3,5,10001
"355 W 14th StNew York, NY 10014",Scarpetta,",Italian",1317,3,4,10001
"32 W 37th StNew York, NY 10018",Frankie & Johnnie’s Steak House,",Steakhouses,American (New)",107,3,3.5,10001
"1196 BroadwayNew York, NY 10001",The John Dory Oyster Bar,",Seafood,Pubs",445,3,3,10001
"142 W 44th StNew York, NY 10036",Osteria Al Doge,",Italian",283,3,4,10001
"6 E 32nd StNew York, NY 10016",IchiUmi,",Japanese,Seafood,Korean",1030,3,3.5,10001
"116 E 27th StNew York, NY 10016",Jazz Standard,",Jazz & Blues,Barbeque",174,3,4,10001
"200 5th AveManhattan, NY 10010",Il Pesce,",Seafood",58,3,4,10001
"134 W 23rd StNew York, NY 10011",Emi Nails,",Nail Salons",27,3,5,10001
"360 Park Ave SNew York, NY 10010",Park Avenue Autumn/Winter/Spring/Summer,",American (New)",369,3,4,10001
"127 E 27th StNew York, NY 10016",Covina,",American (New),Bars,Cafes",54,3,4.5,10001
"2 Park AveNew York, NY 10016",Artisanal Fromagerie Bistro,",Brasseries,Fondue,Breakfast & Brunch",892,3,3.5,10001
"19 E 26th StNew York, NY 10010",SD26 Restaurant & Wine Bar,",Italian",302,3,3.5,10001
"11 W 25th StNew York, NY 10010",Alibi 25 Salon,",Hair Salons,Makeup Artists",98,3,4.5,10001
"230 Fifth AveNew York, NY 10001",230 Fifth Rooftop Bar,",Cocktail Bars,American (New)",1907,3,3,10001
"4 Penn PlzNew York, NY 10121",Billy Joel At Madison Square Garden,",Music Venues,Musicians",10,3,5,10001
"1114 Avenue of the AmericasNew York, NY 10036",STK Midtown,",Steakhouses,American (New),Cocktail Bars",435,3,3.5,10001
"72 W 36th StNew York, NY 10018",Keens Steakhouse,",Steakhouses",1490,4,4,10001
"1170 BroadwayNew York, NY 10001",The NoMad Restaurant,",French,Spanish",871,4,4,10001
"362 W 23rd StNew York, NY 10011",Ushiwakamaru,",Japanese,Sushi Bars",41,4,4.5,10001
"400 5th AveNew York, NY 10018",Ai Fiori,",Italian,French,Seafood",792,4,4,10001
"12 E 31st StNew York, NY 10016",Juni,",Restaurants",125,4,4.5,10001
"11 Madison AveNew York, NY 10010",Eleven Madison Park,",American (New),French",1421,4,4.5,10001
"440 9th AveNew York, NY 10001",Uncle Jack’s Steakhouse - Westside,",Steakhouses,Breakfast & Brunch,Seafood",326,4,3.5,10001
"41 W 42nd StNew York, NY 10036",Gabriel Kreuther,",Bars,French",99,4,4.5,10001
"135 W 42nd StNew York, NY 10036",Aureole,",American (New)",602,4,4,10001
"246 5th AveNew York, NY 10001",Teisui,",Japanese",17,4,4.5,10001
"4 Park AveNew York, NY 10016",Wolfgang’s Steakhouse,",Steakhouses",656,4,4,10001
"120 E 28th StNew York, NY 10016",O Ya,",Japanese,Sushi Bars",81,4,4.5,10001
"311 W 43rd StNew York, NY 10036",Hakkasan,",Chinese",543,4,3.5,10001
"72 Madison AveNew York, NY 10016",Rocco Steakhouse,",American (Traditional),Steakhouses",34,4,4.5,10001
"336 W 23rd StNew York, NY 10011",Serge Normant at John Frieda,",Hair Salons",20,4,4.5,10001
"402 W 43rd StNew York, NY 10036",Esca,",Italian",494,4,3.5,10001
"208 W 23rd StNew York, NY 10011",Sushi Seki - Chelsea,",Sushi Bars,Japanese",77,4,3.5,10001
"234 W 42nd StNew York, NY 10036",Speakeasy Dollhouse - Ziegfeld’s Midnight Frolic,",Performing Arts,Bars,American (Traditional)",55,4,3.5,10001
"1221 Avenue of the AmericasNew York, NY 10020",Del Frisco’s Double Eagle Steak House,",Steakhouses",1718,4,4.5,10001
"125 W 44th StNew York, NY 10036",Hunt & Fish Club,",Seafood,Steakhouses,Breakfast & Brunch",139,4,3.5,10001
"400 5th AveNew York, NY 10018","Langham Place, New York, Fifth Avenue",",Hotels",84,4,4.5,10001
"315 W 36th StNew York, NY 10018",Staghorn Steakhouse,",Steakhouses",36,4,3,10001
"40 W 39th StNew York, NY 10018",Rustico Cooking,",Italian,Cooking Schools",32,4,3.5,10001
"108 W 39th StNew York, NY 10018",Sew Elegant,",Sewing & Alterations,Bridal",61,4,4,10001
"56 9th AveNew York, NY 10011",Old Homestead Steak House,",Steakhouses",641,4,3.5,10001
"417 5th AveNew York, NY 10016",Astro Gallery of Gems,",Jewelry,Home Decor,Museums",22,4,5,10001
"240 W 47th StNew York, NY 10036",The Edison Ballroom,",Venues & Event Spaces,Buffets",21,4,4.5,10001
"60 W 23rd StNew York, NY 10010",Le Restaurant d’Alex,",French",3,4,5,10001
"528 W 28th StNew York, NY 10001",Robert’s Steakhouse,",Steakhouses",6,4,4,10001
"250 9th AveNew York, NY 10001",Nucare Pharmacy & Surgical,",Drugstores,Home Health Care,Medical Supplies",8,4,5,10001
"6 E 36th StNew York, NY 10016",Toledo Restaurant,",Spanish,Basque",32,4,3.5,10001
"421 W 13th StNew York, NY 10014",Valbella,",Italian,Venues & Event Spaces,Steakhouses",134,4,4,10001
"1535 Broadway, 47th & 48th FlrNew York, NY 10036",The View Restaurant & Lounge,",Lounges,American (New)",588,4,3,10001
"122 W 26th StNew York, NY 10001",Once Upon A Bride,",Bridal,Hair Salons",7,4,4.5,10001
"750 6th AvenueNew York, NY 10010",Verizon Wireless,",Mobile Phones,Mobile Phone Repair",43,4,4,10001
"555 W 24th StNew York, NY 10011",Gagosian Gallery,",Art Galleries",31,4,4,10001
"529 W 20th StNew York, NY 10011",Jonathan LeVine Gallery,",Art Galleries",19,4,4.5,10001
"22 W 32nd StNew York, NY 10001",Saint Laurie Merchant Tailors,",Men's Clothing,Bespoke Clothing,Formal Wear",10,4,4.5,10001
"59 W 22nd StNew York, NY 10010",L’Atelier Du Chocolat,",Chocolatiers & Shops,Desserts",22,4,4,10001
"452 Fifth AveNew York, NY 10018",Kee’s Chocolates Midtown,",Chocolatiers & Shops",32,4,4,10001
"36 W 34th StNew York, NY 10001",Essentia Mattress,",Mattresses,Home Decor",12,4,4,10001
"160 Lexington AveNew York, NY 10016",Dover Street Market,",Accessories",45,4,4.5,10001
"315 W 39th StNew York, NY 10018",NYARTMAN,",Tattoo",5,4,5,10001
"525 W 19th StNew York, NY 10011",David Zwirner Gallery,",Art Galleries",42,4,4,10001
"1123 BroadwayNew York, NY 10010",Le’Face Lash Boutique,",Eyelash Service",9,4,5,10001
"W 35th StNew York, NY 10001",Rebagg,",Used, Vintage & Consignment",14,4,3.5,10001
"369 W 34th StNew York, NY 10001",The Photo Village,",Photography Stores & Services",15,4,3.5,10001
"533 9th AveNew York, NY 10018",Cafe Andalucia,",Tapas Bars",21,4,3,10001
"337 W 30th StNew York, NY 10001",Kaptan’s Deck,",Bars,Barbeque",2,4,5,10001
"315 5th AveNew York, NY 10016",Skin By Mamie,",Day Spas",16,4,4,10001
"W 46th StreetNew York, NY 10036",The View / Marriott Marquis hotel,",Diners,Lounges",80,4,3,10001
"520 W 22nd StNew York, NY 10011",Comme Des Garçons,",Women's Clothing,Men's Clothing,Accessories",32,4,3.5,10001
"247 W 38th StNew York, NY 10018",Ron Ben-Israel Cakes,",Bakeries,Bridal",9,4,4,10001
"225 W 34th St.New York, NY 10123",Cohen’s Fashion Optical,",Eyewear & Opticians,Optometrists",29,4,3.5,10001
"130 W 23rd StreetNew York, NY 10011",Ceci New York,",Cards & Stationery",13,4,4.5,10001
"210 W 29th StManhattan, NY 10001",Konstantine Furs,",Leather Goods",4,4,4.5,10001
"355 W 16th StNew York, NY 10011",Electric Room,",Bars",47,4,3.5,10001
"151 West 34th St 1st FlNew York, NY 10001",Louis Vuitton New York Macy’s Herald Sq.,",Leather Goods,Shoe Stores,Eyewear & Opticians",34,4,3,10001
"508 W 26th StNew York, NY 10001",Greene Naftali,",Art Galleries",3,4,5,10001
"545 W 25th StNew York, NY 10001",Marlborough Chelsea,",Art Galleries",5,4,5,10001
"350 5th AvenueNew York, NY 10118",State,",American (Traditional)", ,4,5,10001
"106 West 32nd StNew York, NY 10001",Christine Huber Design,",Jewelry",7,4,5,10001
"137 W 25th StNew York, NY 10001",Diamond In the Rough,",Jewelry",2,4,5,10001
"200 Madison AveNew York, NY 10016",Roche Bobois,",Interior Design,Furniture Stores",7,4,4,10001
"531 W 24th StNew York, NY 10011",Luhring Augustine Gallery,",Art Galleries",6,4,4,10001
"162 W 36th StNew York, NY 10018",Shindo,",Fabric Stores",4,4,4,10001
"433 W 34th StNew York, NY 10001",David’s Tenth,",Delis",3,4,3,10001
"200 5th AvenueNew York, NY 10010",Cipriani 23rd Street,",Caterers,Italian",2,4,4,10001
"54 W 21st StNew York, NY 10010",Peak Performance Sports & Fitness Center,",Gyms,Trainers,Massage",6,4,4,10001
"350 7th AveNew York, NY 10001",International Wine Center,",Specialty Schools,Beer, Wine & Spirits",3,4,4.5,10001
"383 5th AvenueNew York, NY 10016",Superior leather NYC LLC,",Leather Goods,Dry Cleaning & Laundry,Sewing & Alterations",27,4,4,10001
"44 W 47th StNew York, NY 10036",Best Watch Source,",Watches",8,4,5,10001
"456 W 18th StNew York, NY 10011",Friedrich Petzel Gallery,",Art Galleries",5,4,4.5,10001
"116 10th AveNew York, NY 10011",Avenue,",Lounges,Venues & Event Spaces",184,4,3,10001
"1501 BroadwayNew York, NY 10036",Paramount Cafe,",Delis",4,4,3.5,10001
"357 W 16th StNew York, NY 10011",No. 8,",American (New),Lounges",44,4,3,10001
"1275 Broadway StNew York, NY 10001",Top Gun,",Leather Goods",3,4,4,10001
"19 W 34th St, Ph FlNew York, NY 10001","Barbara Leibowitz, CPE",",Hair Removal",7,4,5,10001
"293 10th AveNew York, NY 10001",Paul Kasmin Gallery,",Art Galleries",4,4,4,10001
"236 5th AveNew York, NY 10001",Neon Fix,",Makeup Artists,Hair Extensions",2,4,5,10001
"521 W 23rd StNew York, NY 10011",Steven Kasher Gallery,",Art Galleries",5,4,4,10001
"901 Avenue Of The AmericasNew York, NY 10001",LensCrafters,",Eyewear & Opticians,Optometrists",24,4,3,10001
"1095 Ave of the AmericasNew York, NY 10018",Tourneau - Bryant Park,",Watches,Watch Repair",16,4,4,10001
"560 W 24th StNew York, NY 10011",C24 Gallery,",Art Galleries",2,4,5,10001
"1441 BroadwayNew York, NY 10018",Stephen Seo,",Bespoke Clothing",2,4,5,10001
"440 Park Ave SNew York, NY 10016",Park Avenue Audio,",Electronics,Home Theatre Installation",17,4,3,10001
"231 10th AveNew York, NY 10011",Taglialatella Galleries,",Art Galleries",4,4,4,10001
"126-128 W 18th StNew York, NY 10011",Rouge Tomate,",American (New)",3,4,5,10001
"534 W 21st StreetNew York, NY 10011",Paula Cooper Galleries,",Art Galleries",6,4,3.5,10001
"519 W 24th StNew York, NY 10011",Metro Pictures,",Art Galleries",6,4,3.5,10001
"40 West 25th StNew York, NY 10010",Marie Robinson Salon,",Hair Extensions,Makeup Artists",11,4,4,10001
"29 9th AveNew York, NY 10014",Soho House New York,",Hotels",8,4,4.5,10001
"568 W 25th StManhattan, NY 10001",Leila Heller Gallery,",Art Galleries",2,4,5,10001
"541 W 24th StNew York, NY 10001",Mary Boone Gallery,",Art Galleries",4,4,4,10001
"521 W 26th StNew York, NY 10001",Benrubi Gallery,",Art Galleries",2,4,4.5,10001
 ,Chefs Diet,",Food Delivery Services",31,4,2,10001
"228 W 18th StNew York, NY 10011",Miya Shoji & Interiors,",Furniture Stores",2,4,5,10001
"1026 6th AveNew York, NY 10018",Shasha Lee Exclusive,",Hair Extensions",8,4,3,10001
"453 W 17th StNew York, NY 10011",1 OAK,",Dance Clubs,Lounges",266,4,2.5,10001
"New York, NY 10001",BookAbottle,",Beer, Wine & Spirits,Party & Event Planning",3,4,5,10001
"61 Delancey StNew York, NY 10002",Petee’s Pie Company,",Bakeries,Comfort Food,Coffee & Tea",241,1,4.5,10002
"151 Ludlow StNew York, NY 10002",La Margarita,",Pizza,Sandwiches",168,1,4.5,10002
"35 Orchard StNew York, NY 10002",Cheeky Sandwiches,",Sandwiches",699,1,4.5,10002
"118 Eldridge StNew York, NY 10002",Shu Jiao Fu Zhou Cuisine Restaurant,",Chinese",247,1,4.5,10002
"79 Chrystie StNew York, NY 10002",Wah Fung No. 1 Fast Food,",Chinese,Barbeque,Fast Food",543,1,4.5,10002
"15 Essex StNew York, NY 10002",L.E.S kitchen,",Burgers,Sandwiches",106,1,4.5,10002
"39 Essex StNew York, NY 10002",Old Man Hustle,",Cocktail Bars,Dive Bars,Comedy Clubs",107,1,4.5,10002
"79 Delancey StNew York, NY 10002",goa taco,",Mexican,Vietnamese,Asian Fusion",238,1,4.5,10002
"155 E BroadwayNew York, NY 10002",12 Corners,",Coffee & Tea",253,1,4.5,10002
"120 Essex StNew York, NY 10002",Peasant Stock,",Soup",31,1,5,10002
"109 Ludlow StNew York, NY 10002",Juicy Spot Cafe,",Juice Bars & Smoothies,Coffee & Tea,Ice Cream & Frozen Yogurt",271,1,4.5,10002
"139 Essex StNew York, NY 10002",Patacon Pisao,",Venezuelan,Sandwiches",174,1,4.5,10002
"51B Canal StNew York, NY 10002",Kopitiam,",Malaysian,Breakfast & Brunch,Singaporean",102,1,4.5,10002
"251 E Houston StNew York, NY 10002",Gaia Italian Café,",Italian",673,1,4.5,10002
"99 Rivington StNew York, NY 10002",Wolfnights,",Sandwiches",319,1,4,10002
"27 Prince StNew York, NY 10012",Prince Street Pizza,",Pizza",661,1,4.5,10002
"116 Suffolk StNew York, NY 10002",Spreadhouse Cafe,",Coffee & Tea,Cafes,Wine Bars",129,1,4.5,10002
"144 E BroadwayNew York, NY 10002",Lam Zhou Handmade Noodle,",Chinese",859,1,4,10002
"135 Ludlow StNew York, NY 10002",Creperie,",Creperies",403,1,4,10002
"188 Allen StNew York, NY 10002",Cheese Grille,",American (Traditional),Sandwiches",245,1,4.5,10002
"81 Orchard StNew York, NY 10002",Roasting Plant,",Coffee & Tea",218,1,4,10002
"118A Eldridge StNew York, NY 10002",Vanessa’s Dumpling House,",Chinese",1796,1,4,10002
"84 Rivington StNew York, NY 10002",Sweet Buttons Desserts,",Desserts,Bakeries,Coffee & Tea",178,1,4,10002
"42 Canal StNew York, NY 10002",Ling Kee Beef Jerky,",Grocery,Chinese",100,1,4.5,10002
"198 Mott StNew York, NY 10012",Parisi Bakery,",Bakeries,Sandwiches",290,1,4.5,10002
"3 Clinton StNew York, NY 10002",Pause Cafe,",Moroccan,Cafes,Juice Bars & Smoothies",173,1,4.5,10002
"120 Essex StNew York, NY 10002",Boubouki,",Greek,Food Stands",52,1,4.5,10002
"13 Essex StNew York, NY 10002",Cafe Grumpy,",Coffee & Tea,Cafes,Bakeries",82,1,4.5,10002
"68 Forsyth StNew York, NY 10002",Spicy Village,",Chinese",252,1,4,10002
"At E Broadway and Rutgers StNew York, NY 10002",Rice Noodle Cart,",Food Stands",54,1,4.5,10002
"243 Broome StNew York, NY 10002",Optimum Gourmet Deli,",Delis",17,1,5,10002
"120 Essex StNew York, NY 10002",Ni Japanese Delicacies,",Japanese,Delis",30,1,4.5,10002
"127 Stanton StNew York, NY 10002",Stanton Pizza,",Pizza,Italian",169,1,4.5,10002
"137 Rivington StNew York, NY 10002",Mazeish Grill,",Persian/Iranian,Middle Eastern,Fast Food",97,1,4.5,10002
"114 E 1st StNew York, NY 10009",Punjabi Grocery & Deli,",Indian,Grocery,Vegetarian",303,1,4.5,10002
"145D Hester StNew York, NY 10002",Teado Tea Shop,",Coffee & Tea,Juice Bars & Smoothies",170,1,4,10002
"89 Canal StNew York, NY 10002",Cup & Saucer,",Diners,Chinese",179,1,4,10002
"118 Baxter StNew York, NY 10013",Kam Hing Coffee Shop,",Bakeries,Coffee & Tea",417,1,4.5,10002
"369 Broome StNew York, NY 10013",Saigon Vietnamese Sandwich Deli,",Sandwiches,Vietnamese",490,1,4,10002
"99 Allen StNew York, NY 10002",Round K,",Coffee & Tea,Breakfast & Brunch,Bagels",82,1,4.5,10002
"198 Grand StNew York, NY 10013",Banh Mi Saigon,",Vietnamese,Sandwiches",1141,1,4,10002
"27 Essex StNew York, NY 10002",China North Dumpling,",Chinese",201,1,4,10002
"85 Eldridge St Lower ENew York, NY 10002",S Wan Cafe,",Cafes,Chinese",66,1,4,10002
"56 Hester StNew York, NY 10002",Classic Coffee Shop,",Coffee & Tea",14,1,5,10002
"25A Essex StNew York, NY 10002",Les Crêpes & Taqueria,",Mexican",30,1,4.5,10002
"168 Ludlow StNew York, NY 10002",Taquitoria,",Mexican,Tex-Mex,Vegetarian",102,1,4.5,10002
"143-A Mott StNew York, NY 10013",Golden Steamer,",Bakeries,Coffee & Tea",234,1,4,10002
"23 Essex StNew York, NY 10002",Sam’s Spring Roll,",Asian Fusion",66,1,4.5,10002
"51 Chrystie StNew York, NY 10002",Yaya Tea Garden,",Coffee & Tea,Japanese",304,1,4,10002
"23 Clinton StNew York, NY 10002",Boba Guys,",Coffee & Tea,Bubble Tea",235,1,4,10002
"26 Eldridge StNew York, NY 10002",Super Taste,",Chinese",334,1,4,10002
"174 Delancey StNew York, NY 10002","Empanadas, Son!",",Argentine,Empanadas,Soup",67,1,4.5,10002
"111 Bowery StNew York, NY 10002",Kam Boat Bakery & Cafe,",Bakeries,Cafes",34,1,4.5,10002
"83 Baxter StNew York, NY 10013",Breakroom,",Burgers,Mexican",987,1,4.5,10002
"129 Rivington StNew York, NY 10002",Tiny’s Giant Sandwich Shop,",Sandwiches",378,1,4,10002
"73 Chrystie StNew York, NY 10002",Kung Fu Tea,",Coffee & Tea,Bubble Tea",318,1,4,10002
"228 Mott StNew York, NY 10012",Gimme! Coffee,",Coffee & Tea",262,1,4,10002
"20 1st AveNew York, NY 10003",V-Nam Cafe,",Vietnamese,Sandwiches,Coffee & Tea",303,1,4,10002
"87 Chrystie StNew York, NY 10002",Pho Vietnam 87,",Vietnamese",210,1,4,10002
"353 Grand StNew York, NY 10002",Golden Forest,",Chinese",70,1,4,10002
"55 Spring StNew York, NY 10012",Eight Turn Crêpe,",Creperies",506,1,4,10002
"182 Allen StNew York, NY 10002",Konditori,",Coffee & Tea,Scandinavian",108,1,4,10002
"172 Rivington StNew York, NY 10002",Black Cat LES,",Coffee & Tea,Breakfast & Brunch",120,1,4,10002
"105 Canal StNew York, NY 10002",Off The Bridge,",Coffee & Tea,Bike Repair/Maintenance",24,1,5,10002
"45 Spring StNew York, NY 10012",Taim Falafel,",Falafel",305,1,4,10002
"78 E 1st StNew York, NY 10009",Cafe Himalaya,",Asian Fusion,Himalayan/Nepalese,Vegetarian",433,1,4,10002
"123 Essex StNew York, NY 10002",Essex Taqueria,",Mexican",116,1,4,10002
"277 Grand StNew York, NY 10002",Pho Grand,",Vietnamese",619,1,3.5,10002
"13 Essex StNew York, NY 10002",Cabalito,",Salvadoran",67,1,4,10002
"236 E 3rd StNew York, NY 10009",Nuyorican Poets Cafe,",Bars,Performing Arts",212,1,4.5,10002
"248 Broome StNew York, NY 10002",Erin McKenna’s Bakery,",Bakeries,Vegan,Gluten-Free",900,1,3.5,10002
"25 Ave ANew York, NY 10009",Tacos Morelos,",Mexican,Street Vendors",109,1,4,10002
"124 E 4th StNew York, NY 10003",Tac N Roll,",Asian Fusion,Mexican",41,1,5,10002
"28 Forsyth StNew York, NY 10002",Lao Di Fang,",Chinese",49,1,4,10002
"138 Ludlow StNew York, NY 10002",Local 138,",Bars",206,1,4,10002
"135 Grand StNew York, NY 10013",Café Integral,",Coffee & Tea",45,1,4.5,10002
"283 E Houston StNew York, NY 10002",Heaven’s Hot Bagel,",Bagels,Delis,Breakfast & Brunch",109,1,4,10002
"105 Clinton StNew York, NY 10002",Nonna’s L E S Pizzeria,",Italian,Pizza,Sandwiches",156,1,4,10002
"126 Crosby StNew York, NY 10012",Housing Works Bookstore Café,",Bookstores,Cafes",452,1,4.5,10002
"21 Essex StNew York, NY 10002",Clockwork Bar,",Dive Bars",28,1,4.5,10002
"153 Essex StNew York, NY 10002",Two Bit’s Retro Arcade,",Arcades,Dive Bars",176,1,4,10002
"132 Ludlow StNew York, NY 10002",Iggy’s Keltic Lounge,",Dive Bars,Pubs",159,1,4,10002
"58 Henry StNew York, NY 10002",Sun Hing Lung Co,",Chinese",64,1,4.5,10002
"92 Rivington StNew York, NY 10002",Mimi & Coco NY,",Japanese,Comfort Food",105,1,4,10002
"26 Rutgers StNew York, NY 10002",Mee Cafe,",Coffee & Tea,Cafes",41,1,4.5,10002
"127 Rivington StNew York, NY 10002",The Falafel Shop,",Cafes,Sandwiches,Falafel",131,1,4,10002
"152 Ludlow StNew York, NY 10002",Cake Shop,",Coffee & Tea,Bars,Music Venues",271,1,3.5,10002
"230 Grand StNew York, NY 10013",Tung Woo Co,",Desserts,Chinese",44,1,4,10002
"121 Mott StNew York, NY 10013",12 Corners,",Coffee & Tea",80,1,4.5,10002
"205 Allen StNew York, NY 10002",Vivi Bubble Tea,",Bubble Tea,Desserts,Cafes",89,1,4,10002
"48 Mulberry StNew York, NY 10013",Sharkey’s Cafe,",Coffee & Tea,Sandwiches,Breakfast & Brunch",82,1,4.5,10002
"95 Allen StNew York, NY 10002",Empanada Mama,",Colombian,Empanadas",191,1,3.5,10002
"123 Essex StNew York, NY 10002",Hakki Champion Pizza,",Pizza,Food",49,1,4,10002
"36A Ave ANew York, NY 10009",Native Bean,",Coffee & Tea,Bagels",37,1,4.5,10002
"63 E 4th StNew York, NY 10003",Miscelanea NY,",Coffee & Tea,Mexican,Sandwiches",46,1,5,10002
"7 Ave ANew York, NY 10009",The Library,",Dive Bars",322,1,4,10002
"26 Jefferson StNew York, NY 10002",Iguazu Cafe & Grill,",Latin American",29,1,4,10002
"124 Hester StNew York, NY 10002",Cong Ly Restaurant,",Vietnamese",230,1,4,10002
"229 Elizabeth StNew York, NY 10012",Habana To-Go,",Mexican,Cuban",245,1,4,10002
"85 Stanton StNew York, NY 10002",RISE Coffee,",Coffee & Tea",12,1,5,10002
"102 Norfolk StNew York, NY 10002",La Contenta,",Mexican,Bars,Breakfast & Brunch",238,2,4.5,10002
"79 Orchard StNew York, NY 10002",Cafe Katja,",Pubs,German,Austrian",595,2,4.5,10002
"379 Grand StNew York, NY 10002",Doughnut Plant,",Donuts,Coffee & Tea",2686,2,4.5,10002
"181 Essex StNew York, NY 10002",Benson’s NYC,",Breakfast & Brunch,Burgers,American (Traditional)",151,2,4.5,10002
"250 Broome StNew York, NY 10002",Kottu House,",Sri Lankan",125,2,4.5,10002
"61 Delancey StNew York, NY 10002",Cocoron,",Japanese",725,2,4,10002
"249 Broome StNew York, NY 10002",Zest,",Sushi Bars,Japanese,Thai",483,2,4,10002
"139 Chrystie StNew York, NY 10002",The Boil,",Cajun/Creole,Seafood,Wine Bars",1173,2,4.5,10002
"124 Ludlow StNew York, NY 10002",Caffe Vita,",Coffee & Tea",127,2,4.5,10002
"179 E Houston StNew York, NY 10002",Russ & Daughters,",Seafood Markets,Sandwiches,Bagels",1206,2,4.5,10002
"130 Division StNew York, NY 10002",Kiki’s,",Greek,Salad",160,2,4.5,10002
"172 Allen StNew York, NY 10002",Bluestockings,",Coffee & Tea,Bookstores",122,2,4.5,10002
"120 Rivington StNew York, NY 10002",Nitecap,",Cocktail Bars",153,2,4.5,10002
"179 Essex StNew York, NY 10002",The MasalaWala,",Indian,Pakistani",748,2,4.5,10002
"17 Clinton StNew York, NY 10002",Rizzo’s Fine Pizza Co.,",Pizza",361,2,4.5,10002
"127 Orchard StNew York, NY 10002",Russ & Daughters Cafe,",Breakfast & Brunch,Seafood",360,2,4,10002
"100 StantonNew York, NY 10002",El Rey Coffee And Luncheonette,",Coffee & Tea,American (New)",154,2,4.5,10002
"106 Norfolk StNew York, NY 10002",Sunita Bar,",Bars",122,2,4.5,10002
"285 Grand StNew York, NY 10002",99 Favor Taste,",Chinese,Hot Pot,Barbeque",794,2,4,10002
"63 Delancey StNew York, NY 10002",Berkli Parc Cafe,",Coffee & Tea,Sandwiches,Salad",317,2,4,10002
"303 Broome StNew York, NY 10002",Louie and Chan,",Italian,Lounges,Cocktail Bars",151,2,4,10002
"162 Orchard StNew York, NY 10002",Wassail,",American (New),Cocktail Bars",135,2,4,10002
"196 Allen StNew York, NY 10002",Rockwood Music Hall,",Music Venues,Bars",343,2,4.5,10002
"253 Broome StNew York, NY 10002",Barrio Chino,",Mexican,Bars",878,2,4,10002
"42 Rivington StNew York, NY 10002",Jadis,",French,Wine Bars",411,2,4,10002
"351 Broome StNew York, NY 10013",Piacere,",Pizza,Italian",427,2,4,10002
"379 Broome StNew York, NY 10013",Greecologies,",Juice Bars & Smoothies,Ice Cream & Frozen Yogurt,Greek",183,2,4.5,10002
"84 Stanton StNew York, NY 10002",The Meatball Shop,",Italian,American (Traditional)",2410,2,4,10002
"26 Clinton StNew York, NY 10002",Koneko,",Cafes,Pet Adoption,Art Galleries",73,2,4.5,10002
"178 Ludlow StNew York, NY 10002",Sweet Chick,",Southern",599,2,4,10002
"127 Ludlow StNew York, NY 10002",Set L.E.S.,",Gastropubs,Asian Fusion,American (New)",89,2,4.5,10002
"110 Rivington StNew York, NY 10002",Verlaine,",Tapas/Small Plates,Lounges",1126,2,4,10002
"96 Orchard StNew York, NY 10002",Excuse My French,",Bars,Tapas Bars,French",45,2,4.5,10002
"121 Essex StNew York, NY 10002",The Whiskey Ward,",Bars",244,2,4,10002
"231 Eldridge StNew York, NY 10002",Spaghetti Incident,",Italian,Breakfast & Brunch,Salad",157,2,4.5,10002
"123 Allen StNew York, NY 10002",Antler Beer And Wine Dispensary,",Wine Bars,Beer Bar",54,2,4.5,10002
"156 Mott StNew York, NY 10013",Nolita Mart & Espresso Bar,",Coffee & Tea,Cafes,Specialty Food",137,2,4.5,10002
"121 Ludlow StNew York, NY 10002",Amuse Wine Bar,",Tapas/Small Plates,Wine Bars,Venues & Event Spaces",71,2,4.5,10002
"85 Orchard StNew York, NY 10002",Dudleys,",Cafes",276,2,4,10002
"131 Orchard StNew York, NY 10002",Black Tree,",American (New)",326,2,4,10002
"115 Allen StNew York, NY 10002",Hill and Dale,",Bars,American (New)",257,2,4,10002
"205 E Houston StNew York, NY 10002",Katz’s Delicatessen,",Delis,Sandwiches",6971,2,4,10002
"53 Delancey StNew York, NY 10002",Doka Square,",Asian Fusion,Bars",22,2,4.5,10002
"233 E 4th StNew York, NY 10009",Matcha Cafe Wabi,",Coffee & Tea",89,2,5,10002
"173 Mott StNew York, NY 10013",Pepe Rosso Social,",Italian",433,2,4,10002
"66 Rivington StNew York, NY 10002",Marshall Stack,",Bars",203,2,4,10002
"408 Broome StNew York, NY 10013",Despaña,",Spanish,Basque,Grocery",375,2,4.5,10002
"67 Clinton StNew York, NY 10002",Garfunkel’s,",Cocktail Bars",29,2,4.5,10002
